customer_id,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,charges_per_tenure,total_to_monthly_ratio,avg_monthly_charges,total_services,service_density,customer_value_segment,tenure_stability,tenure_monthly_interaction,tenure_total_interaction,services_charges_interaction,created_timestamp,updated_timestamp
5248-YGIJN,0.0,1.6137012404433897,0.8471278601657575,1.804563062130219,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1.179722070991984,0.0120606859037015,0.8881037709205276,0.0562341532886538,0.0,0.1868843353168572,2,0.0,0.7134238310708898,0.6863261865029168,0.8281744725830307,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
8773-HHUOZ,0.0,-0.6259187641582801,-0.0020504069191314,-0.5248385954261489,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,-0.4476959186263772,0.0413232662350847,0.2028917536547742,0.0371279650249607,0.0,0.188653913631185,0,0.0,0.4573717606012736,0.1950345042910799,0.7749530845286497,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
3841-NFECX,1.0,1.572980876723359,1.0498670941860242,1.9800512611463297,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1.179722070991984,0.0133250936117367,0.8837303876179199,0.0610837660193883,0.1428571428571428,0.1871892615007934,3,0.0,0.7667460654748638,0.7248452042136315,0.90668030587725,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
4929-XIHVW,1.0,-1.2367242199587354,1.0216165451832002,-0.9272253098745368,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,-1.2614049134355578,0.3917442239315513,0.0115148562007075,0.0369999099612833,0.1428571428571428,0.1800618997825995,0,0.0,0.2202530533845518,0.3506294519489065,0.9031391567699134,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
6827-IEAUQ,0.0,-0.2187151269579764,0.0461417060856861,-0.1798883959261784,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.3660130761828034,0.0260358675789384,0.348937176349867,0.041606033451527,0.0,0.1875775633558398,0,0.0,0.4552390785955432,0.1400463764004386,0.7779734764143191,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
7310-EGVHZ,0.0,-1.2774445836787658,-1.481049737066981,-0.9985022148585648,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-1.2614049134355578,0.1220517615060983,0.0,0.0006602839220865,1.0,0.1643130803427909,0,0.0,0.8118431009830904,0.3751242995462896,0.032495250632029,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
3413-BMNZE,1.0,-1.2774445836787658,-0.6484894399837534,-0.9874431472224552,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2614049134355578,0.2774765203348774,0.0,0.009682163330232,0.0,0.1838043040864088,0,0.0,0.6124446045620839,0.3724377906685526,0.7344381726829469,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
6234-RAAPL,0.0,1.6137012404433897,1.1678546811978192,2.1940585679967946,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1.179722070991984,0.0137010751774255,0.9138112098202578,0.0649395404407457,0.1428571428571428,0.1871799060125031,3,0.0,0.8104575163398693,0.8058496805568619,0.9214698109725964,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
6047-YHPVI,0.0,-1.1145631287986444,0.1641292930974807,-0.8675151742344638,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.2614049134355578,0.1408723244514328,0.0452712302778128,0.0314295146913172,0.1428571428571428,0.1731021655391271,0,0.0,0.4228342445545187,0.3164339105029542,0.7956548662178173,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
6572-ADKRS,0.0,0.5549717837226003,0.3336325871144251,0.5590824768363802,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.3660130761828034,0.0164682713704058,0.592751025409062,0.0477654753246023,0.1428571428571428,0.1875823948618821,1,0.0,0.4918450516197271,0.1915675673354034,0.8169017608618363,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
5380-WJKOV,0.0,0.0663274190822359,1.3822264942192488,0.559501882595035,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.3660130761828034,0.0344253477176004,0.4132315983215743,0.0664297076314243,0.1428571428571428,0.1880377257564566,1,0.0,0.474319584425338,0.1396215510922191,0.9483408836106204,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
8168-UQWWF,0.0,-0.8702409464784622,1.099721004191008,-0.5194083945509333,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,-1.2614049134355578,0.0979055997053532,0.131435410526514,0.0597376872054983,0.1428571428571428,0.1984959645102738,0,0.0,0.2777048270514595,0.2185205104157496,0.9129293925372556,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
8865-TNMNX,0.0,-0.9109613101984924,-0.505574897969467,-0.79740819057721,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.2614049134355578,0.052616857453031,0.1097805601846576,0.0245352774420273,0.0,0.195265144468786,0,0.0,0.543478602262931,0.270700974505315,0.7433951968956215,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
9489-DEDVP,0.0,1.5322605130033289,0.1475113230958195,1.1436237344647615,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1.179722070991984,0.0088137853511789,0.885985600968341,0.0428161574265666,0.0,0.1868938412473647,2,0.0,0.4995073529263154,0.4657940340005198,0.7843267145186582,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
9867-JCZSP,0.0,-0.6259187641582801,-1.462769970065154,-0.82277120198218,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,-0.4476959186263772,0.0110242280868263,0.2445263360762488,0.010122352611623,1.0,0.2031099567010006,0,0.0,0.6287868029776333,0.2304965433736521,0.0416605777333705,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
4671-VJLCL,0.0,1.2472179669631165,0.5014740841312036,1.1388116052338793,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1.179722070991984,0.0122015904551442,0.7643722835058018,0.0480999954980641,0.0,0.1869325379023107,2,0.0,0.5743925164177052,0.402662869988556,0.806510972161678,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
4080-IIARD,0.0,-0.7888002190384015,0.3801629031190768,-0.5741298090617433,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,-0.4476959186263772,0.064260519557787,0.1516422329176861,0.043881440447964,0.0,0.1902465974576418,0,0.0,0.4009098474823283,0.2186846723515322,0.7989079167253379,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
3714-NTNFO,0.0,0.6771328748826914,0.6560212051466533,0.7173088177857488,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1.179722070991984,0.0176907058773532,0.5773820894295184,0.0496658363096131,0.1428571428571428,0.18751001958606,1,0.0,0.540414055698782,0.2249295852591351,0.8573125212632058,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
5948-UJZLF,0.0,-1.2367242199587354,-0.5155456799704635,-0.9645965703694144,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.2614049134355578,0.2004363038828212,0.0123758133187013,0.016675170323239,0.0,0.1833253322019054,0,0.0,0.5766686356409595,0.3594184285676431,0.742770288229621,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
7760-OYPDY,0.0,-1.2367242199587354,0.528062836133862,-0.9437808003477548,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,-1.2614049134355578,0.3303188701429321,0.0100502291077595,0.0279960382964674,0.1428571428571428,0.1800618997825995,0,0.0,0.3346913538495821,0.3545229737823692,0.8412731988358582,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
7639-LIAYI,0.0,0.7992939660427824,0.4981504901308715,0.8546531667515656,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1.179722070991984,0.0153914988096794,0.6623257665663267,0.05070821962878,0.0,0.1870181183057276,1,0.0,0.5317813861601358,0.2624689973858406,0.8063026692730112,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
2954-PIBKO,0.0,1.4915401492832987,-0.0203301739209586,0.8706788815296407,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1.179722070991984,0.0080913324064911,0.8337172518511773,0.0371604361303932,0.0,0.186898827252179,1,0.0,0.4514460191086951,0.379521125211361,0.7738074186409821,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
8012-SOUDQ,1.0,0.4328106925625091,0.8471278601657575,0.687310269048278,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.3660130761828034,0.0221721056555955,0.5301721533468592,0.0562280871683915,0.1428571428571428,0.1876671115345313,1,0.0,0.5258713883918897,0.1891335160631949,0.8812673534598939,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
9420-LOJKX,0.0,-0.7073594915983408,1.141265929195161,-0.3776933961001872,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,-0.4476959186263772,0.0735784709532106,0.1709629678905268,0.057600768330382,0.1428571428571428,0.1918685086871827,0,0.0,0.3057781049878507,0.1833696105145873,0.9181369647539268,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
6575-SUVOI,1.0,-0.3001558543980371,0.1574821050968162,-0.2336606289831905,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0.3660130761828034,0.0298898670493587,0.3091324710469143,0.0419409576887292,0.0,0.1876926296727419,0,0.0,0.4482689337370312,0.1459015733720758,0.7849516231846587,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
7495-OOKFY,1.0,-0.9924020376385532,0.528062836133862,-0.7278309826150992,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.2614049134355578,0.1079191043493453,0.0874686475024134,0.0440709505087187,0.1428571428571428,0.3899415734659085,0,0.0,0.3588800587490943,0.2699199606686787,0.8412731988358582,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
4667-QONEA,1.0,1.1250568758030253,0.3352943841145911,0.9599681601485298,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1.179722070991984,0.0119458739813751,0.7472013019414172,0.0460073241329837,0.0,0.1869523000647305,2,0.0,0.5278548292579225,0.3379449187585256,0.7960958277283353,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
1658-BYGOY,1.0,-0.5851984004382497,1.0199547481830342,-0.2337047769577858,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,-0.4476959186263772,0.0590589345745478,0.2216049174251856,0.0598261462955386,0.1428571428571428,0.1903135983473323,0,0.0,0.3452264921544356,0.1585720034428565,0.9029308538812466,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
8769-KKTPH,0.0,1.2472179669631165,1.1595456961969886,1.7788468669284871,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1.179722070991984,0.0160406750669329,0.795663234635167,0.0644166991806476,0.1428571428571428,0.18727631118341,2,0.0,0.7282716131964214,0.554463633709402,0.9204282965292624,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
5067-XJQFU,1.0,1.3693790581232073,1.4520219682262263,2.116645094544028,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1.179722070991984,0.0168053954865509,0.8201229430314092,0.0694622269665508,0.1428571428571428,0.1872408624703923,3,0.0,0.8299183375901014,0.6837520948528649,0.9570896049346284,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
3957-SQXML,0.0,0.0663274190822359,-1.3231790220511994,-0.612604768921502,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0.3660130761828034,0.0055651814931063,0.4447651159484909,0.0117900983137034,1.0,0.1923846091621923,0,0.0,0.4406769820196977,0.1248376882200299,0.1116503483254331,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
5954-BDFSG,0.0,1.6137012404433897,1.42044782522307,2.4598293750601874,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1.179722070991984,0.0149929879733118,0.9197861171545914,0.0708796289253694,0.1428571428571428,0.1871799060125031,3,0.0,0.8868778280542986,0.8874060913479924,0.9531318500499582,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
0434-CSFON,0.0,0.5956921474426307,1.1877962451998123,1.070669206446114,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.3660130761828034,0.0227009051888997,0.5850878102619879,0.0640220294726732,0.1428571428571428,0.1875570384766494,2,0.0,0.5897874632161121,0.2538488980537218,0.9239694456365988,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
1215-FIGMP,0.0,1.1250568758030253,0.8354952811645947,1.398953545536378,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.179722070991984,0.0150074787984597,0.7611609890956199,0.0577489632017177,0.1428571428571428,0.1873158355082495,2,0.0,0.6333622625168616,0.4318636542955674,0.879809233239226,2026-02-10T11:24:28.288127,2026-02-10T11:24:28.288127
